CH1V,CH2V
-0.145508,0.988770
0.388428,1.000000
0.194702,1.000000
0.945312,0.855591
1.000000,0.312866
1.000000,-0.363647
0.949951,-0.936523
0.035156,-1.000000
0.058594,-1.000000
-0.875732,-0.948608
-1.000000,-0.441162
-1.000000,0.222534
-0.840942,0.836182
0.421143,1.000000
0.146729,1.000000
0.937988,1.000000
1.000000,0.620605
1.000000,-0.018188
1.000000,-0.709473
0.306274,-0.988403
0.056152,-1.000000
-0.738403,-1.000000
-0.995361,-0.720459
-1.000000,-0.123535
-1.000000,0.543823
-0.145142,0.989014
0.387329,1.000000
0.194214,1.000000
0.945190,0.856567
1.000000,0.314819
1.000000,-0.366577
0.949829,-0.937012
0.035645,-1.000000
0.055420,-1.000000
-0.876221,-0.947632
-1.000000,-0.441284
-1.000000,0.224854
-0.840210,0.838013
0.421509,1.000000
0.147217,1.000000
0.938110,1.000000
1.000000,0.619263
1.000000,-0.017456
1.000000,-0.707275
0.304199,-0.988037
0.056030,-1.000000
-0.740112,-1.000000
-0.995605,-0.722168
-1.000000,-0.123169
-1.000000,0.543701
-0.144531,0.988892
0.386597,1.000000
0.194092,1.000000
0.945190,0.857056
1.000000,0.315063
1.000000,-0.366211
0.949829,-0.936890
0.035278,-1.000000
0.057129,-1.000000
-0.875977,-0.946533
-1.000000,-0.439941
-1.000000,0.224487
-0.839966,0.835938
0.421265,1.000000
0.146973,1.000000
0.938110,1.000000
1.000000,0.619873
1.000000,-0.018677
1.000000,-0.708496
0.305786,-0.988281
0.055908,-1.000000
-0.738892,-1.000000
-0.995483,-0.721680
-1.000000,-0.124878
-1.000000,0.541382
-0.146118,0.988647
0.386597,1.000000
0.192383,1.000000
0.944824,0.856201
1.000000,0.311157
1.000000,-0.366089
0.950928,-0.936890
0.035645,-1.000000
0.058105,-1.000000
-0.875854,-0.949463
-1.000000,-0.443604
-1.000000,0.223999
-0.842163,0.839966
0.422729,1.000000
0.148926,1.000000
0.938354,1.000000
1.000000,0.619507
1.000000,-0.019043
1.000000,-0.707397
0.307129,-0.988159
0.056641,-1.000000
-0.739502,-1.000000
-0.995483,-0.721802
-1.000000,-0.123169
-1.000000,0.543945
-0.144531,0.989014
0.389038,1.000000
0.197632,1.000000
0.945801,0.856567
1.000000,0.313599
1.000000,-0.367676
0.947632,-0.937134
0.037231,-1.000000
0.058228,-1.000000
-0.875854,-0.944824
-1.000000,-0.439697
-1.000000,0.224609
-0.840576,0.838501
0.421143,1.000000
0.148560,1.000000
0.938232,1.000000
1.000000,0.619141
1.000000,-0.018188
1.000000,-0.708252
0.304565,-0.988281
0.059204,-1.000000
-0.738892,-1.000000
-0.995483,-0.719238
-1.000000,-0.124512
-1.000000,0.542358
-0.143188,0.988770
0.386597,1.000000
0.195801,1.000000
0.945435,0.857178
1.000000,0.311890
1.000000,-0.369019
0.950562,-0.937378
0.036011,-1.000000
0.054810,-1.000000
-0.876221,-0.947632
-1.000000,-0.442261
-1.000000,0.224487
-0.839966,0.841797
0.421143,1.000000
0.145020,1.000000
0.937744,1.000000
1.000000,0.617798
1.000000,-0.017334
1.000000,-0.707153
0.306763,-0.988037
0.054443,-1.000000
-0.745972,-1.000000
-0.996460,-0.718750
-1.000000,-0.123047
-1.000000,0.543945
-0.140625,0.989014
0.385986,1.000000
0.195190,1.000000
0.945312,0.857300
1.000000,0.312744
1.000000,-0.366943
0.951782,-0.937012
0.036743,-1.000000
0.058105,-1.000000
-0.875854,-0.947266
-1.000000,-0.443726
-1.000000,0.222778
-0.839355,0.837769
0.421631,1.000000
0.148315,1.000000
0.938232,1.000000
1.000000,0.618896
1.000000,-0.019653
1.000000,-0.708008
0.305664,-0.988159
0.055054,-1.000000
-0.743530,-1.000000
-0.996094,-0.721313
-1.000000,-0.123657
-1.000000,0.543335
-0.142334,0.988892
0.385620,1.000000
0.189575,1.000000
0.944336,0.857544
1.000000,0.315552
1.000000,-0.363525
0.953491,-0.936401
0.036499,-1.000000
0.054810,-1.000000
-0.876221,-0.948364
-1.000000,-0.442139
-1.000000,0.223389
-0.837646,0.838501
0.421997,1.000000
0.145508,1.000000
0.937866,1.000000
1.000000,0.619141
1.000000,-0.017944
1.000000,-0.707520
0.307129,-0.988159
0.053833,-1.000000
-0.738647,-1.000000
-0.995361,-0.721313
-1.000000,-0.125122
-1.000000,0.542114
-0.144653,0.988770
0.389282,1.000000
0.199097,1.000000
0.945801,0.859009
1.000000,1.000000
1.000000,1.000000
0.945679,1.000000
0.035278,0.622437
0.059448,-0.014160
-0.875610,-0.700317
-1.000000,-0.986938
-1.000000,-1.000000
-0.838867,-1.000000
0.421997,-0.724365
0.145630,-0.125854
0.937866,0.539185
1.000000,0.988281
1.000000,1.000000
1.000000,1.000000
0.308228,0.862549
0.056763,0.320068
-0.744141,-0.359863
-0.996216,-0.935913
-1.000000,-1.000000
-1.000000,-1.000000
-0.142578,-0.948975
0.386597,-0.447144
0.198364,0.219360
0.945801,0.833374
1.000000,1.000000
1.000000,1.000000
0.948975,1.000000
0.035522,0.622437
0.060059,-0.013916
-0.875488,-0.699341
-1.000000,-0.986938
-1.000000,-1.000000
-0.840820,-1.000000
0.421143,-0.726196
0.150635,-0.127808
0.938599,0.539429
1.000000,0.988403
1.000000,1.000000
1.000000,1.000000
0.306152,0.860962
0.057373,0.320312
-0.741211,-0.361328
-0.995850,-0.936157
-1.000000,-1.000000
-1.000000,-1.000000
-0.142700,-0.948486
0.388184,-0.446533
0.195312,0.217285
0.945435,0.831543
1.000000,1.000000
1.000000,1.000000
0.948608,1.000000
0.035645,0.622925
0.054688,-0.014771
-0.876221,-0.699829
-1.000000,-0.986938
-1.000000,-1.000000
-0.837158,-1.000000
0.423950,-0.726685
0.149170,-0.126099
0.938354,0.540649
1.000000,0.988525
1.000000,1.000000
1.000000,1.000000
0.306030,0.860107
0.056152,0.320679
-0.741577,-0.361084
-0.995850,-0.936035
-1.000000,-1.000000
-1.000000,-1.000000
-0.141968,-0.947388
0.388794,-0.444458
0.196045,0.218262
0.945435,0.832397
1.000000,1.000000
1.000000,1.000000
0.950073,1.000000
0.036865,0.622559
0.061523,-0.013916
-0.875122,-0.701294
-1.000000,-0.987061
-1.000000,-1.000000
-0.839966,-1.000000
0.424072,-0.725220
0.149902,-0.127808
0.938599,0.538330
1.000000,0.988159
1.000000,1.000000
1.000000,1.000000
0.306030,0.860718
0.057983,0.319336
-0.739624,-0.363525
-0.995483,-0.936523
0.038818,-1.000000
0.059448,-1.000000
-0.875610,-0.948486
-1.000000,-0.447388
-1.000000,0.217163
-0.842163,0.833862
0.422852,1.000000
0.151001,1.000000
0.938721,1.000000
1.000000,0.620972
1.000000,-0.016113
1.000000,-0.700073
0.310425,-0.986938
0.058960,-1.000000
-0.730225,-1.000000
-0.994019,-0.727173
-1.000000,-0.126099
-1.000000,0.540894
-0.147583,0.988525
0.391724,1.000000
0.190186,1.000000
0.944458,0.860596
1.000000,0.320312
1.000000,-0.361084
0.955322,-0.936035
0.040039,-1.000000
0.059814,-1.000000
-0.875488,-0.947754
-1.000000,-0.444092
-1.000000,0.220581
-0.841431,0.833618
0.423340,1.000000
0.149170,1.000000
0.938354,1.000000
1.000000,0.621582
1.000000,-0.015137
1.000000,-0.699219
0.314331,-0.986938
0.059082,-1.000000
-0.730835,-1.000000
-0.994141,-0.724731
-1.000000,-0.125366
-1.000000,0.542236
-0.144531,0.988770
0.394653,1.000000
0.187866,1.000000
0.944214,0.859253
1.000000,0.320435
1.000000,-0.360840
0.962280,-0.936035
0.041504,-1.000000
0.056152,-1.000000
-0.876099,-0.947388
-1.000000,-0.443604
-1.000000,0.217529
-0.840210,0.832764
0.423340,1.000000
0.150879,1.000000
0.938721,1.000000
1.000000,0.621582
1.000000,-0.016357
1.000000,-0.703491
0.315918,-0.987427
0.056885,-1.000000
-0.734497,-1.000000
-0.994629,-0.723999
-1.000000,-0.125732
-1.000000,0.541748
-0.143921,0.988770
0.393799,1.000000
0.185791,1.000000
0.943848,0.858643
1.000000,0.317993
1.000000,-0.360962
0.963013,-0.936035
0.042236,-1.000000
0.058960,-1.000000
-0.875732,-0.948975
-1.000000,-0.444458
-1.000000,0.220459
-0.840576,0.835815
0.424927,1.000000
0.154053,1.000000
0.939209,1.000000
1.000000,0.621338
1.000000,-0.015625
1.000000,-0.702881
0.314209,-0.987305
0.058960,-1.000000
-0.732300,-1.000000
-0.994385,-0.724609
-1.000000,-0.125244
-1.000000,0.541504
-0.143555,0.988647
0.395508,1.000000
0.190552,1.000000
0.944580,0.859985
1.000000,0.320190
1.000000,-0.361328
0.959717,-0.936035
0.040405,-1.000000
0.055420,-1.000000
-0.876099,-0.948853
-1.000000,-0.445801
-1.000000,0.217529
-0.837891,0.832397
0.424805,1.000000
0.149292,1.000000
0.938354,1.000000
1.000000,0.620728
1.000000,-0.016724
1.000000,-0.701416
0.313354,-0.987183
0.058228,-1.000000
-0.737427,-1.000000
-0.994995,-0.723389
-1.000000,-0.125000
-1.000000,0.543335
-0.140625,0.988892
0.394531,1.000000
0.188354,1.000000
0.944336,0.859741
1.000000,0.320923
1.000000,-0.365479
0.960938,-0.936768
0.042236,-1.000000
0.056763,-1.000000
-0.875977,-0.944946
-1.000000,-0.444824
-1.000000,0.218994
-0.836792,0.832275
0.424805,1.000000
0.148193,1.000000
0.938232,1.000000
1.000000,0.619507
1.000000,-0.018677
1.000000,-0.703125
0.312378,-0.987427
0.059082,-1.000000
-0.731445,-1.000000
-0.994263,-0.724854
-1.000000,-0.126343
-1.000000,0.540771
-0.146118,0.988525
0.392578,1.000000
0.195190,1.000000
0.945312,0.858276
1.000000,0.317383
1.000000,-0.361816
0.952393,-0.936157
0.037598,-1.000000
0.055786,-1.000000
-0.876099,-0.950073
-1.000000,-0.444946
-1.000000,0.220825
-0.838135,0.834717
0.423462,1.000000
0.151245,1.000000
0.938721,1.000000
1.000000,0.621704
1.000000,-0.013550
1.000000,-0.702637
0.309082,-0.987305
0.061279,-1.000000
-0.734497,-1.000000
-0.994629,-0.724731
-1.000000,-0.125732
-1.000000,0.541626
-0.144287,0.988647
0.389526,1.000000
0.190063,1.000000
0.944458,0.859863
1.000000,0.318848
1.000000,-0.362061
0.957031,-0.936279
0.039307,-1.000000
0.055664,-1.000000
-0.876099,-0.947144
-1.000000,-0.444214
-1.000000,0.220459
-0.837769,0.833862
0.422974,1.000000
0.146484,1.000000
0.937988,1.000000
1.000000,0.621582
1.000000,-0.017456
1.000000,-0.701538
0.311157,-0.987183
0.059570,-1.000000
-0.734131,-1.000000
-0.994629,-0.724365
-1.000000,-0.124634
-1.000000,0.543823
-0.143066,0.988892
0.391235,1.000000
0.189209,1.000000
0.944336,0.859131
1.000000,0.319458
1.000000,-0.361938
0.958008,-0.936157
0.039673,-1.000000
0.055176,-1.000000
-0.876221,-0.945068
-1.000000,-0.442139
-1.000000,0.221191
-0.835571,0.833740
0.426392,1.000000
0.147583,1.000000
0.938110,1.000000
1.000000,0.622925
1.000000,-0.017090
1.000000,-0.702515
0.312134,-0.987305
0.059204,-1.000000
-0.736938,-1.000000
-0.994995,-0.725342
-1.000000,-0.126099
-1.000000,0.542358
-0.141724,0.988770
0.390991,1.000000
0.184448,1.000000
0.943726,0.859009
1.000000,0.319214
1.000000,-0.362061
0.963867,-0.936279
0.040527,-1.000000
0.049805,-1.000000
-0.876953,-0.947021
-1.000000,-0.444214
-1.000000,0.221069
-0.833008,0.835083
0.424805,1.000000
0.144775,1.000000
0.937744,1.000000
1.000000,0.620239
1.000000,-0.017212
1.000000,-0.703491
0.312988,-0.987427
0.055298,-1.000000
-0.740234,-1.000000
-0.995483,-0.725220
-1.000000,-0.125366
-1.000000,0.541016
-0.141602,0.988647
0.390503,1.000000
0.182251,1.000000
0.943481,0.859375
1.000000,0.317505
1.000000,-0.363525
0.963989,-0.936401
0.040649,-1.000000
0.050171,-1.000000
-0.876953,-0.947632
-1.000000,-0.442627
-1.000000,0.220703
-0.834473,0.833740
0.427124,1.000000
0.148682,1.000000
0.938354,1.000000
1.000000,0.621094
1.000000,-0.016602
1.000000,-0.701050
0.312500,-0.987061
0.058105,-1.000000
-0.737549,-1.000000
-0.995239,-0.724609
-1.000000,-0.124390
-1.000000,0.540527
-0.141235,0.988525
0.391724,1.000000
0.188232,1.000000
0.944336,0.859619
1.000000,0.316650
1.000000,-0.365356
0.961548,-0.936768
0.040894,-1.000000
0.051636,-1.000000
-0.876709,-0.945312
-1.000000,-0.443115
-1.000000,0.222656
-0.834106,0.836060
0.426025,1.000000
0.147217,1.000000
0.938110,1.000000
1.000000,0.620850
1.000000,-0.019043
1.000000,-0.704102
0.312744,-0.987549
0.059692,-1.000000
-0.734741,-1.000000
-0.994629,-0.722290
-1.000000,-0.123291
-1.000000,0.541992
-0.141357,0.988770
0.391724,1.000000
0.190308,1.000000
0.944580,0.858032
1.000000,0.315430
1.000000,-0.365723
0.958862,-0.936890
0.040161,-1.000000
0.051147,-1.000000
-0.876709,-0.946411
-1.000000,-0.443237
-1.000000,0.221924
-0.834229,0.835205
0.424805,1.000000
0.148804,1.000000
0.938354,1.000000
1.000000,0.618896
1.000000,-0.018311
1.000000,-0.702148
0.311157,-0.987305
0.057983,-1.000000
-0.740601,-1.000000
-0.995605,-0.724243
-1.000000,-0.124634
-1.000000,0.543335
-0.139893,0.988892
0.391357,1.000000
0.189697,1.000000
0.944458,0.860352
1.000000,0.317993
1.000000,-0.364258
0.957886,-0.936523
0.038818,-1.000000
0.051758,-1.000000
-0.876709,-0.945557
-1.000000,-0.442139
-1.000000,0.221436
-0.833374,0.836914
0.426147,1.000000
0.146362,1.000000
0.937866,1.000000
1.000000,0.619751
1.000000,-0.018066
1.000000,-0.702759
0.312378,-0.987305
0.057617,-1.000000
-0.739746,-1.000000
-0.995483,-0.723022
-1.000000,-0.122192
-1.000000,0.544189
-0.140991,0.989014
0.390137,1.000000
0.188477,1.000000
0.944336,0.860596
1.000000,0.318848
1.000000,-0.364746
0.958496,-0.936768
0.039429,-1.000000
0.054688,-1.000000
-0.876343,-0.945312
-1.000000,-0.442017
-1.000000,0.221802
-0.837769,0.833252
0.422485,1.000000
0.149170,1.000000
0.938354,1.000000
1.000000,0.620117
1.000000,-0.018921
1.000000,-0.704590
0.309814,-0.987549
0.058350,-1.000000
-0.736694,-1.000000
-0.994995,-0.724243
-1.000000,-0.125366
-1.000000,0.542358
-0.142578,0.988770
0.391724,1.000000
0.194336,1.000000
0.945190,0.857666
1.000000,0.317993
1.000000,-0.362061
0.952637,-0.936157
0.037598,-1.000000
0.056885,-1.000000
-0.875977,-0.947632
-1.000000,-0.440552
-1.000000,0.223389
-0.835815,0.836060
0.426025,1.000000
0.149780,1.000000
0.938354,1.000000
1.000000,0.619873
1.000000,-0.018677
1.000000,-0.705688
0.309814,-0.987793
0.059692,-1.000000
-0.739746,-1.000000
-0.995483,-0.721069
-1.000000,-0.122681
-1.000000,0.542236
-0.141968,0.988770
0.390137,1.000000
0.192139,1.000000
0.944824,0.858521
1.000000,1.000000
1.000000,1.000000
0.956299,1.000000
0.038208,0.621704
0.050903,-0.018799
-0.876831,-0.702271
-1.000000,-0.987427
-1.000000,-1.000000
-0.835815,-1.000000
0.422607,-0.723999
0.142578,-0.124390
0.937500,0.541626
1.000000,0.988647
1.000000,1.000000
1.000000,1.000000
0.312866,0.859985
0.052734,0.318115
-0.744995,-0.364014
-0.996216,-0.936523
-1.000000,-1.000000
-1.000000,-1.000000
-0.142456,-0.947021
0.387451,-0.443970
0.186646,0.220459
0.944092,0.835083
1.000000,1.000000
1.000000,1.000000
0.955444,1.000000
0.036743,0.618286
0.046997,-0.018799
-0.877319,-0.703857
-1.000000,-0.987549
-1.000000,-1.000000
-0.834106,-1.000000
0.422852,-0.724609
0.147705,-0.125610
0.938110,0.541260
1.000000,0.988647
1.000000,1.000000
1.000000,1.000000
0.310425,0.859375
0.057007,0.317017
-0.741821,-0.364502
-0.995850,-0.936768
-1.000000,-1.000000
-1.000000,-1.000000
-0.140503,-0.947266
0.389160,-0.443726
0.187744,0.220703
0.944214,0.835205
1.000000,1.000000
1.000000,1.000000
0.959351,1.000000
0.041016,0.621216
0.065063,-0.015015
-0.874634,-0.701904
-1.000000,-0.987305
-1.000000,-1.000000
-0.843140,-1.000000
0.425171,-0.722290
0.159546,-0.123779
0.939941,0.540649
1.000000,0.988525
1.000000,1.000000
1.000000,1.000000
0.310913,0.862061
0.062866,0.318237
-0.728516,-0.365967
-0.993774,-0.936890
-1.000000,-1.000000
-1.000000,-1.000000
-0.143066,-0.946655
0.394531,-0.442993
0.190186,0.220215
0.944458,0.834351
1.000000,1.000000
1.000000,1.000000
0.957764,1.000000
0.040771,0.619507
0.064941,-0.018677
-0.874634,-0.705078
-1.000000,-0.987915
-1.000000,-1.000000
-0.844727,-1.000000
0.424805,-0.723999
0.160767,-0.124634
0.940063,0.541870
1.000000,0.988770
1.000000,1.000000
1.000000,1.000000
0.307617,0.859497
0.065796,0.317017
-0.725708,-0.364380
-0.993286,-0.936768
-1.000000,-1.000000
0.064575,-1.000000
-0.874756,-0.946045
-1.000000,-0.442993
-1.000000,0.221924
-0.843018,0.835938
0.423218,1.000000
0.151733,1.000000
0.938843,1.000000
1.000000,0.619629
1.000000,-0.018188
1.000000,-0.703491
0.311646,-0.987549
0.059937,-1.000000
-0.733398,-1.000000
-0.994507,-0.724487
-1.000000,-0.123901
-1.000000,0.541016
-0.144775,0.988647
0.392090,1.000000
0.190552,1.000000
0.944580,0.861450
1.000000,0.317261
1.000000,-0.365356
0.957642,-0.936768
0.039429,-1.000000
0.061279,-1.000000
-0.875244,-0.946899
-1.000000,-0.444946
-1.000000,0.219116
-0.841309,0.834961
0.424072,1.000000
0.149902,1.000000
0.938599,1.000000
1.000000,0.618896
1.000000,-0.018799
1.000000,-0.703613
0.314453,-0.987549
0.058960,-1.000000
-0.731689,-1.000000
-0.994263,-0.723511
-1.000000,-0.122803
-1.000000,0.544800
-0.146729,0.989136
0.393433,1.000000
0.188110,1.000000
0.944336,0.859131
1.000000,0.318115
1.000000,-0.363647
0.958496,-0.936523
0.040527,-1.000000
0.066040,-1.000000
-0.874512,-0.945435
-1.000000,-0.439453
-1.000000,0.225464
-0.848022,0.833374
0.421387,1.000000
0.152832,1.000000
0.938965,1.000000
1.000000,0.619141
1.000000,-0.020874
1.000000,-0.706177
0.314941,-0.988037
0.059082,-1.000000
-0.727539,-1.000000
-0.993652,-0.723145
-1.000000,-0.123169
-1.000000,0.542114
-0.148315,0.988770
0.395264,1.000000
0.184814,1.000000
0.943726,0.857788
1.000000,0.317017
1.000000,-0.364990
0.962891,-0.936768
0.042480,-1.000000
0.062988,-1.000000
-0.875000,-0.947510
-1.000000,-0.444580
-1.000000,0.221191
-0.847412,0.833984
0.420410,1.000000
0.153320,1.000000
0.939087,1.000000
1.000000,0.619995
1.000000,-0.019165
1.000000,-0.704224
0.317627,-0.987549
0.058594,-1.000000
-0.723022,-1.000000
-0.993042,-0.723267
-1.000000,-0.120972
-1.000000,0.545532
-0.149536,0.989258
0.396118,1.000000
0.187134,1.000000
0.944092,0.857666
1.000000,0.316406
1.000000,-0.366333
0.961182,-0.936890
0.042114,-1.000000
0.067627,-1.000000
-0.874390,-0.945679
-1.000000,-0.440186
-1.000000,0.222656
-0.848755,0.834229
0.423218,1.000000
0.156494,1.000000
0.939575,1.000000
1.000000,0.620972
1.000000,-0.019531
1.000000,-0.706787
0.315552,-0.988159
0.059814,-1.000000
-0.720337,-1.000000
-0.992432,-0.722168
-1.000000,-0.122681
-1.000000,0.542725
-0.150269,0.988770
0.397583,1.000000
0.183838,1.000000
0.943604,0.858887
1.000000,0.316650
1.000000,-0.367554
0.963745,-0.937134
0.042358,-1.000000
0.061768,-1.000000
-0.875122,-0.946411
-1.000000,-0.443237
-1.000000,0.222656
-0.846069,0.836182
0.421753,1.000000
0.152588,1.000000
0.938965,1.000000
1.000000,0.619507
1.000000,-0.018921
1.000000,-0.703857
0.317627,-0.987549
0.059326,-1.000000
-0.722290,-1.000000
-0.992798,-0.721802
-1.000000,-0.122803
-1.000000,0.544189
-0.151611,0.989014
0.396362,1.000000
0.188721,1.000000
0.944336,0.857056
1.000000,0.313599
1.000000,-0.366943
0.958740,-0.937012
0.041626,-1.000000
0.066406,-1.000000
-0.874390,-0.947266
-1.000000,-0.440674
-1.000000,0.223389
-0.850220,0.836548
0.416504,1.000000
0.150879,1.000000
0.938721,1.000000
1.000000,0.618896
1.000000,-0.019531
1.000000,-0.705811
0.314819,-0.988037
0.057861,-1.000000
-0.720581,-1.000000
-0.992554,-0.721558
-1.000000,-0.122437
-1.000000,0.542236
-0.156128,0.988770
0.395386,1.000000
0.188599,1.000000
0.944336,0.859863
1.000000,0.314453
1.000000,-0.367798
0.957031,-0.937134
0.040283,-1.000000
0.065674,-1.000000
-0.874634,-0.946777
-1.000000,-0.442627
-1.000000,0.222534
-0.849609,0.836304
0.418579,1.000000
0.153564,1.000000
0.939209,1.000000
1.000000,0.617188
1.000000,-0.020386
1.000000,-0.704224
0.316406,-0.987549
0.056274,-1.000000
-0.728638,-1.000000
-0.993896,-0.723511
-1.000000,-0.120361
-1.000000,0.544556
-0.150635,0.989014
0.393921,1.000000
0.186646,1.000000
0.944092,0.858276
1.000000,0.315674
1.000000,-0.364502
0.960571,-0.936768
0.042114,-1.000000
0.065674,-1.000000
-0.874634,-0.946655
-1.000000,-0.441284
-1.000000,0.223511
-0.849487,0.835815
0.419312,1.000000
0.154419,1.000000
0.939209,1.000000
1.000000,0.617554
1.000000,-0.021973
1.000000,-0.707275
0.315552,-0.988159
0.059326,-1.000000
-0.723022,-1.000000
-0.993042,-0.721069
-1.000000,-0.123169
-1.000000,0.543213
-0.151001,0.988892
0.394775,1.000000
0.180786,1.000000
0.943237,0.857666
1.000000,0.315063
1.000000,-0.367188
0.965454,-0.937134
0.043701,-1.000000
0.064819,-1.000000
-0.874756,-0.945679
-1.000000,-0.440552
-1.000000,0.222900
-0.849609,0.837402
0.419556,1.000000
0.156128,1.000000
0.939453,1.000000
1.000000,0.616943
1.000000,-0.020386
1.000000,-0.705078
0.316040,-0.987915
0.058472,-1.000000
-0.723999,-1.000000
-0.993164,-0.721069
-1.000000,-0.122925
-1.000000,0.544434
-0.150513,0.989014
0.397461,1.000000
0.182617,1.000000
0.943481,0.857544
1.000000,0.315308
1.000000,-0.366821
0.963989,-0.937012
0.043579,-1.000000
0.063354,-1.000000
-0.875000,-0.946045
-1.000000,-0.440796
-1.000000,0.223633
-0.848022,0.835693
0.420898,1.000000
0.152954,1.000000
0.938965,1.000000
1.000000,0.619385
1.000000,-0.018433
1.000000,-0.704346
0.317993,-0.987549
0.059814,-1.000000
-0.719849,-1.000000
-0.992432,-0.722900
-1.000000,-0.121338
-1.000000,0.543701
-0.153320,0.988892
0.397583,1.000000
0.185181,1.000000
0.943726,0.860229
1.000000,0.317261
1.000000,-0.364990
0.961792,-0.936768
0.042358,-1.000000
0.063843,-1.000000
-0.874878,-0.945557
-1.000000,-0.441895
-1.000000,0.221069
-0.849854,0.836060
0.419189,1.000000
0.156372,1.000000
0.939453,1.000000
1.000000,0.619507
1.000000,-0.019165
1.000000,-0.703247
